,youtuber,vedio_id,link,vedio_title,description,post_time,views
80, 股市大飞哥 ,kl9gRjAXofI,https://www.youtube.com/watch?v=kl9gRjAXofI,【牛股分享】如何选择别人推荐的黑马,"【牛股分享】如何选择别人推荐的黑马 by 股市大飞哥 3 weeks ago 4 minutes, 41 seconds 17 views",3 weeks,17
81, 股票涨停猎手 ,luuC9rhYfYw,https://www.youtube.com/watch?v=luuC9rhYfYw,【关注牛股】大飞哥：选择股票要学会三个诀窍,"【关注牛股】大飞哥：选择股票要学会三个诀窍 by 股票涨停猎手 3 weeks ago 4 minutes, 41 seconds 16 views",3 weeks,16
82, 跟着团长学投资 ,F6JwFde7VS8,https://www.youtube.com/watch?v=F6JwFde7VS8,透视股价结构，把握大牛股黑马的基因,"透视股价结构，把握大牛股黑马的基因 by 跟着团长学投资 3 months ago 14 minutes, 33 seconds 16 views",3 months,16
83, 神秘涨停网 ,jHSaR_JkAwQ,https://www.youtube.com/watch?v=jHSaR_JkAwQ,"（4月8）尾盘点评寻找明天涨停牛股，007A私募内线中国第二私募团队，单只获利8%。A股、期货、现货、外汇、黄金、原油、财经、美股、标普、美股,投资,赌场,酒店,疫情、巴菲特、理财,培训，徐小明，分析","（4月8）尾盘点评寻找明天涨停牛股，007A私募内线中国第二私募团队，单只获利8%。A股、期货、现货、外汇、黄金、原油、财经、美股、标普、美股,投资,赌场,酒店,疫情、巴菲特、理财,培训，徐小明，分析 by 神秘涨停网 2 months ago 46 minutes 16 views",2 months,16
84, 神秘涨停网 ,GdYJv-rlOvk,https://www.youtube.com/watch?v=GdYJv-rlOvk,（5月6）尾盘点评，寻找明天涨停牛股，神秘涨停网独创涨停战法，一遍听课一遍买涨停，既学方法有赚钱，重点是免费的哦。007A私募内线中国第二私募团队。天天精彩讲解，一看就会，一买就涨停。看到就是赚到。,（5月6）尾盘点评，寻找明天涨停牛股，神秘涨停网独创涨停战法，一遍听课一遍买涨停，既学方法有赚钱，重点是免费的哦。007A私募内线中国第二私募团队。天天精彩讲解，一看就会，一买就涨停。看到就是赚到。 by 神秘涨停网 2 months ago 29 minutes 14 views,2 months,14
85, 跟着团长学投资 ,Zt3_v5v--98,https://www.youtube.com/watch?v=Zt3_v5v--98,抓住十倍大牛股，逃不出这“四大增长逻辑”（下）,抓住十倍大牛股，逃不出这“四大增长逻辑”（下） by 跟着团长学投资 3 months ago 16 minutes 12 views,3 months,12
86, single action ,Ff5IG1MT6zk,https://www.youtube.com/watch?v=Ff5IG1MT6zk,定投美股 能够穿越牛熊 未来翻倍大牛股 阿斯麦 ASML 世界工业智慧的结晶,"定投美股 能够穿越牛熊 未来翻倍大牛股 阿斯麦 ASML 世界工业智慧的结晶 by single action 3 weeks ago 10 minutes, 54 seconds 11 views",3 weeks,11
87, 股市大飞哥 ,1gpozBpnooI,https://www.youtube.com/watch?v=1gpozBpnooI,【涨停股票】大飞哥擒牛股，分享强势股的最佳买点,"【涨停股票】大飞哥擒牛股，分享强势股的最佳买点 by 股市大飞哥 1 month ago 4 minutes, 44 seconds 11 views",1 month,11
88, 有趣的数据可视化 ,4uxOOnd87vc,https://www.youtube.com/watch?v=4uxOOnd87vc,中国股市A股 2020年1月份19大牛股动态展示 Top 19 China Stocks (Jan 2020),中国股市A股 2020年1月份19大牛股动态展示 Top 19 China Stocks (Jan 2020) by 有趣的数据可视化 2 months ago 36 seconds 11 views,2 months,11
89, 投资悟道 渡人渡己 ,YCT0t_JL_58,https://www.youtube.com/watch?v=YCT0t_JL_58,人们为什么会在很低价卖出牛股？,人们为什么会在很低价卖出牛股？ by 投资悟道 渡人渡己 4 months ago 18 minutes 11 views,4 months,11
90, 股票技術分析 ,Jn3bRxPjFe4,https://www.youtube.com/watch?v=Jn3bRxPjFe4,百倍牛股為何壹夜沉淪，股票財務造假怎麽看,"百倍牛股為何壹夜沉淪，股票財務造假怎麽看 by 股票技術分析 11 months ago 8 minutes, 28 seconds 11 views",11 months,11
91, 神秘涨停网 ,0crWyYqJMh4,https://www.youtube.com/watch?v=0crWyYqJMh4,（4月3）尾盘点评寻找明天涨停牛股，007A私募内线中国第二私募团队，今日捕捉4只涨停，单只获利5%。A股、股票、期货、现货、外汇、黄金、原油、财经、道琼斯、标普、纳斯达克、欧洲股市、富时中国、日经,（4月3）尾盘点评寻找明天涨停牛股，007A私募内线中国第二私募团队，今日捕捉4只涨停，单只获利5%。A股、股票、期货、现货、外汇、黄金、原油、财经、道琼斯、标普、纳斯达克、欧洲股市、富时中国、日经 by 神秘涨停网 3 months ago 49 minutes 10 views,3 months,10
92, Taylor Chan泰勒 ,ta2e4F7z_I0,https://www.youtube.com/watch?v=ta2e4F7z_I0,2020-05-27通过研究商业模式找出大牛股！为什么汽车股长线没有大牛？银行保险过去10年涨幅最大只有两倍，立讯精密涨48倍，存货应收款全部给大家分析，一定要记住“重复消费”。,"2020-05-27通过研究商业模式找出大牛股！为什么汽车股长线没有大牛？银行保险过去10年涨幅最大只有两倍，立讯精密涨48倍，存货应收款全部给大家分析，一定要记住“重复消费”。 by Taylor Chan泰勒 1 month ago 11 minutes, 18 seconds 10 views",1 month,10
93, 跟着团长学投资 ,3wYbKizXlpQ,https://www.youtube.com/watch?v=3wYbKizXlpQ,超级牛股诞生记，三年十倍背后的投资逻辑,"超级牛股诞生记，三年十倍背后的投资逻辑 by 跟着团长学投资 3 months ago 10 minutes, 52 seconds 10 views",3 months,10
94, 斗牛财经 ,7ekW1J8v1vQ,https://www.youtube.com/watch?v=7ekW1J8v1vQ,牛股基因，事件驱动，跟着最牛的散户赚大钱|A股|中国股市|#投资心得 #股民之家 《谈股论金》|,牛股基因，事件驱动，跟着最牛的散户赚大钱|A股|中国股市|#投资心得 #股民之家 《谈股论金》| by 斗牛财经 1 month ago 17 minutes 10 views,1 month,10
95, 主力行为战法 ,d9x4LwjfXuc,https://www.youtube.com/watch?v=d9x4LwjfXuc,锻造牛股的4大基因是什么？深入解析A股100强,"锻造牛股的4大基因是什么？深入解析A股100强 by 主力行为战法 1 month ago 5 minutes, 42 seconds 8 views",1 month,8
96, 股票涨停猎手 ,NPgOnw-gago,https://www.youtube.com/watch?v=NPgOnw-gago,"【关注牛股】选股两只手：一手抓着基本面,一手遥控大节奏","【关注牛股】选股两只手：一手抓着基本面,一手遥控大节奏 by 股票涨停猎手 1 month ago 4 minutes, 26 seconds 8 views",1 month,8
97, 有趣的数据可视化 ,-Cjtp4M9doE,https://www.youtube.com/watch?v=-Cjtp4M9doE,中国股市A股2月份10大涨幅牛股动态展示，群雄逐鹿，道恩股份，股票投资,中国股市A股2月份10大涨幅牛股动态展示，群雄逐鹿，道恩股份，股票投资 by 有趣的数据可视化 2 months ago 41 seconds 8 views,2 months,8
98, 火神投资 ,iSy37Ffh75M,https://www.youtube.com/watch?v=iSy37Ffh75M,【百大美股】五年微软，十年美股，最大牛股尚能饭否？【一期】,"【百大美股】五年微软，十年美股，最大牛股尚能饭否？【一期】 by 火神投资 1 month ago 6 minutes, 11 seconds 8 views",1 month,8
99, 股市大杂烩 ,F6kVbwBvEhw,https://www.youtube.com/watch?v=F6kVbwBvEhw,【散户庄家】过去20年大牛股五大特征,"【散户庄家】过去20年大牛股五大特征 by 股市大杂烩 3 months ago 4 minutes, 57 seconds 7 views",3 months,7
100, 股票涨停猎手 ,9RqRqP-rhLk,https://www.youtube.com/watch?v=9RqRqP-rhLk,【关注牛股】跑赢大盘的选股技巧,"【关注牛股】跑赢大盘的选股技巧 by 股票涨停猎手 1 month ago 4 minutes, 26 seconds 6 views",1 month,6
101, 股市大杂烩 ,ZSmrCnUH9TU,https://www.youtube.com/watch?v=ZSmrCnUH9TU,股市涨停板、选股器，精准捕抓涨停板大牛股选股技术,"股市涨停板、选股器，精准捕抓涨停板大牛股选股技术 by 股市大杂烩 3 months ago 4 minutes, 52 seconds 6 views",3 months,6
102, 股票涨停猎手 ,aKWXbSbkxUU,https://www.youtube.com/watch?v=aKWXbSbkxUU,【关注牛股】黄金分割线及其应用,"【关注牛股】黄金分割线及其应用 by 股票涨停猎手 1 month ago 4 minutes, 55 seconds 6 views",1 month,6
103, 主力行为战法 ,JFTzbarSLx4,https://www.youtube.com/watch?v=JFTzbarSLx4,涨价概念最实在！寻找下一个牛股洼地,"涨价概念最实在！寻找下一个牛股洼地 by 主力行为战法 2 months ago 4 minutes, 43 seconds 6 views",2 months,6
104, Early Group ,9eatICq0RwE,https://www.youtube.com/watch?v=9eatICq0RwE,五年淨利增長十倍，大牛股海底撈的供應商是怎樣做到的？,"五年淨利增長十倍，大牛股海底撈的供應商是怎樣做到的？ by Early Group 8 months ago 3 minutes, 46 seconds 6 views",8 months,6
105, 股票涨停猎手 ,GKttGsWtttc,https://www.youtube.com/watch?v=GKttGsWtttc,【关注牛股】把技术分析转化为纪律化交易风格,"【关注牛股】把技术分析转化为纪律化交易风格 by 股票涨停猎手 1 month ago 4 minutes, 55 seconds 6 views",1 month,6
106, 股市大杂烩 ,A7MyWP-WFCw,https://www.youtube.com/watch?v=A7MyWP-WFCw,股市涨停板、精准捕抓涨停板大牛股选股技术,"股市涨停板、精准捕抓涨停板大牛股选股技术 by 股市大杂烩 3 months ago 4 minutes, 52 seconds 6 views",3 months,6
107, 股市大杂烩 ,PLqymkjB8XA,https://www.youtube.com/watch?v=PLqymkjB8XA,明日牛股预测，有望爆发翻倍的个股，散户抓紧看,"明日牛股预测，有望爆发翻倍的个股，散户抓紧看 by 股市大杂烩 3 months ago 4 minutes, 13 seconds 5 views",3 months,5
108, 股市大飞哥 ,mKuZlUzhq8k,https://www.youtube.com/watch?v=mKuZlUzhq8k,【牛股分享】通货膨胀对股市的影响,"【牛股分享】通货膨胀对股市的影响 by 股市大飞哥 1 month ago 4 minutes, 55 seconds 5 views",1 month,5
109, 朱永海量学 ,eYhW5IOQ__I,https://www.youtube.com/watch?v=eYhW5IOQ__I,量学-朱永海-第十一期 10 【牛股量形与擒牛法则】,"量学-朱永海-第十一期 10 【牛股量形与擒牛法则】 by 朱永海量学 1 month ago 1 hour, 27 minutes 5 views",1 month,5
110, 股海大飞 ,2A_DXxl5cJI,https://www.youtube.com/watch?v=2A_DXxl5cJI,【分享牛股】均线多头排列选股法,"【分享牛股】均线多头排列选股法 by 股海大飞 1 month ago 4 minutes, 26 seconds 5 views",1 month,5
111, 股市大飞哥 ,GF_dWpj-iZ8,https://www.youtube.com/watch?v=GF_dWpj-iZ8,【牛股分享】短线操盘的获利原理，为什么要进行短线操作,"【牛股分享】短线操盘的获利原理，为什么要进行短线操作 by 股市大飞哥 1 month ago 4 minutes, 26 seconds 5 views",1 month,5
112, 股市大飞哥 ,N6bwzZ_MC08,https://www.youtube.com/watch?v=N6bwzZ_MC08,【关注牛股】盘中大抛单的识别方法,"【关注牛股】盘中大抛单的识别方法 by 股市大飞哥 1 month ago 4 minutes, 55 seconds 5 views",1 month,5
113, 股市大飞哥 ,rHF1vB2X8c8,https://www.youtube.com/watch?v=rHF1vB2X8c8,【牛股分享】如何炒股才能赚钱,"【牛股分享】如何炒股才能赚钱 by 股市大飞哥 1 month ago 4 minutes, 55 seconds 5 views",1 month,5
114, 股市大飞哥 ,YhUaaJpwMzw,https://www.youtube.com/watch?v=YhUaaJpwMzw,【牛股分享】如何在技术图形上判断支撑位和阻力位,"【牛股分享】如何在技术图形上判断支撑位和阻力位 by 股市大飞哥 1 month ago 4 minutes, 55 seconds 4 views",1 month,4
115, 朱永海量学 ,newmGyY5G0o,https://www.youtube.com/watch?v=newmGyY5G0o,量学-朱永海-第十三期 第九课《牛股量形与擒牛法则》,"量学-朱永海-第十三期 第九课《牛股量形与擒牛法则》 by 朱永海量学 1 month ago 1 hour, 33 minutes 4 views",1 month,4
116, 陈希儿 ,4sNlIgYcDc8,https://www.youtube.com/watch?v=4sNlIgYcDc8,1345 中國先鋒醫藥。翻倍大牛股,1345 中國先鋒醫藥。翻倍大牛股 by 陈希儿 2 months ago 10 seconds 4 views,2 months,4
117, 股市大杂烩 ,wVBaCAYgT4A,https://www.youtube.com/watch?v=wVBaCAYgT4A,中国A股又一只牛股准备翻倍，错过这只再等一年,"中国A股又一只牛股准备翻倍，错过这只再等一年 by 股市大杂烩 3 months ago 4 minutes, 13 seconds 4 views",3 months,4
118, 股市大飞哥 ,eBWxJjMNdog,https://www.youtube.com/watch?v=eBWxJjMNdog,【牛股分享】股票短线操作特点和要求,"【牛股分享】股票短线操作特点和要求 by 股市大飞哥 1 month ago 4 minutes, 26 seconds 4 views",1 month,4
119, 股市大杂烩 ,b_ah_11v9Z4,https://www.youtube.com/watch?v=b_ah_11v9Z4,中国A股技术过去20年大牛股五大特征,"中国A股技术过去20年大牛股五大特征 by 股市大杂烩 1 month ago 4 minutes, 48 seconds 4 views",1 month,4
120, 股票涨停猎手 ,_H9Xq6sFFKI,https://www.youtube.com/watch?v=_H9Xq6sFFKI,【关注牛股】谈谈周线应用的实战技巧,"【关注牛股】谈谈周线应用的实战技巧 by 股票涨停猎手 1 month ago 4 minutes, 55 seconds 4 views",1 month,4
121, 股市大杂烩 ,HpZmzLrnyEI,https://www.youtube.com/watch?v=HpZmzLrnyEI,中国A股技术抄底抓底部爆发大牛股，调仓换股BOLL技巧,"中国A股技术抄底抓底部爆发大牛股，调仓换股BOLL技巧 by 股市大杂烩 1 month ago 4 minutes, 42 seconds 4 views",1 month,4
122, 股市大杂烩 ,Tg07AHaChbk,https://www.youtube.com/watch?v=Tg07AHaChbk,【股市学堂】抄底抓底部爆发大牛股，调仓换股BOLL技巧,"【股市学堂】抄底抓底部爆发大牛股，调仓换股BOLL技巧 by 股市大杂烩 2 months ago 7 minutes, 22 seconds 3 views",2 months,3
123, 股海大飞 ,7rlw-6aPHZE,https://www.youtube.com/watch?v=7rlw-6aPHZE,【分享牛股】常见盘口挂单的意义和研判技巧,"【分享牛股】常见盘口挂单的意义和研判技巧 by 股海大飞 1 month ago 4 minutes, 55 seconds 3 views",1 month,3
124, 股市大杂烩 ,uZshU2te_WE,https://www.youtube.com/watch?v=uZshU2te_WE,【股市学堂】选股器，精准捕抓涨停板大牛股选股技术,"【股市学堂】选股器，精准捕抓涨停板大牛股选股技术 by 股市大杂烩 2 months ago 7 minutes, 22 seconds 3 views",2 months,3
125, 股票涨停猎手 ,B8TeUpf-wSo,https://www.youtube.com/watch?v=B8TeUpf-wSo,【关注牛股】五分钟涨速榜选股技巧,"【关注牛股】五分钟涨速榜选股技巧 by 股票涨停猎手 1 month ago 4 minutes, 26 seconds 3 views",1 month,3
126, 股市大飞哥 ,8S8ZcSmmwpc,https://www.youtube.com/watch?v=8S8ZcSmmwpc,【牛股分享】庄家建仓有哪些信号特征,"【牛股分享】庄家建仓有哪些信号特征 by 股市大飞哥 1 month ago 4 minutes, 55 seconds 3 views",1 month,3
127, 股票涨停猎手 ,JQvWn9FmRuw,https://www.youtube.com/watch?v=JQvWn9FmRuw,【关注牛股】选股秘诀：做一个逆向投资者,"【关注牛股】选股秘诀：做一个逆向投资者 by 股票涨停猎手 1 month ago 4 minutes, 26 seconds 3 views",1 month,3
128, 隔壁老张 ,IDgIJq6BjAA,https://www.youtube.com/watch?v=IDgIJq6BjAA,炒股好技术✔～老鸭头，抓牛股,"炒股好技术✔～老鸭头，抓牛股 by 隔壁老张 1 month ago 1 minute, 28 seconds 3 views",1 month,3
129, 股票大飞哥 ,DM7QZcWzDZs,https://www.youtube.com/watch?v=DM7QZcWzDZs,【股市精选牛股】双线跨越黑马腾飞--精选强势股诀窍之一,"【股市精选牛股】双线跨越黑马腾飞--精选强势股诀窍之一 by 股票大飞哥 1 month ago 4 minutes, 26 seconds 3 views",1 month,3
130, 股市大飞哥 ,WSHK-qhvesM,https://www.youtube.com/watch?v=WSHK-qhvesM,【牛股分享】国内股票市场目前估值合理，值得投入,"【牛股分享】国内股票市场目前估值合理，值得投入 by 股市大飞哥 1 month ago 4 minutes, 44 seconds 3 views",1 month,3
131, 股市大飞哥 ,-_Z77iX0fOk,https://www.youtube.com/watch?v=-_Z77iX0fOk,【牛股分享】分析捕捉黑马的常用技巧,"【牛股分享】分析捕捉黑马的常用技巧 by 股市大飞哥 1 month ago 4 minutes, 26 seconds 3 views",1 month,3
132, 股海大飞 ,_hu_45AX9e0,https://www.youtube.com/watch?v=_hu_45AX9e0,【分享牛股】慢牛建仓技术要点,"【分享牛股】慢牛建仓技术要点 by 股海大飞 1 month ago 4 minutes, 55 seconds 3 views",1 month,3
133, 投资悟道 渡人渡己 ,GE2fOXOakeU,https://www.youtube.com/watch?v=GE2fOXOakeU,低利润率的企业如何可以成长为牛股？,"低利润率的企业如何可以成长为牛股？ by 投资悟道 渡人渡己 2 months ago 9 minutes, 32 seconds 3 views",2 months,3
134, 股票涨停猎手 ,WeIm7kmqTfI,https://www.youtube.com/watch?v=WeIm7kmqTfI,【关注牛股】行情启动初期个股选择技巧,"【关注牛股】行情启动初期个股选择技巧 by 股票涨停猎手 3 weeks ago 4 minutes, 41 seconds 3 views",3 weeks,3
135, 股市大飞哥 ,ctGu37IQYrE,https://www.youtube.com/watch?v=ctGu37IQYrE,【牛股分享】不同类型股票的投资策略,"【牛股分享】不同类型股票的投资策略 by 股市大飞哥 4 weeks ago 4 minutes, 41 seconds 3 views",4 weeks,3
136, 股票涨停猎手 ,XtAQV-tiH2c,https://www.youtube.com/watch?v=XtAQV-tiH2c,【关注牛股】短线如何选股?一招搞定,"【关注牛股】短线如何选股?一招搞定 by 股票涨停猎手 1 month ago 4 minutes, 26 seconds 3 views",1 month,3
137, 股票涨停猎手 ,8iDbENWGVmI,https://www.youtube.com/watch?v=8iDbENWGVmI,【关注牛股】从成交量变化判断股票趋势,"【关注牛股】从成交量变化判断股票趋势 by 股票涨停猎手 4 weeks ago 4 minutes, 41 seconds 3 views",4 weeks,3
138, 股市大飞哥 ,2MWtxavAwzk,https://www.youtube.com/watch?v=2MWtxavAwzk,【关注牛股】实盘操作经验谈—心态、理念及操作要点,"【关注牛股】实盘操作经验谈—心态、理念及操作要点 by 股市大飞哥 1 month ago 4 minutes, 55 seconds 3 views",1 month,3
139, 股海大飞 ,kf7YZRQDQsg,https://www.youtube.com/watch?v=kf7YZRQDQsg,【分享牛股】筹码分布状况与选股,"【分享牛股】筹码分布状况与选股 by 股海大飞 1 month ago 4 minutes, 26 seconds 3 views",1 month,3
140, 股票涨停猎手 ,YRUiozagLFo,https://www.youtube.com/watch?v=YRUiozagLFo,【关注牛股】去抢购有望涨10倍的低价股,"【关注牛股】去抢购有望涨10倍的低价股 by 股票涨停猎手 3 weeks ago 4 minutes, 41 seconds 3 views",3 weeks,3
141, 股市大飞哥 ,fxwIBGlfj7w,https://www.youtube.com/watch?v=fxwIBGlfj7w,【关注牛股】盘口语言要结合K线分析,"【关注牛股】盘口语言要结合K线分析 by 股市大飞哥 1 month ago 4 minutes, 55 seconds 3 views",1 month,3
142, 股市大杂烩 ,6uJE07GLqhU,https://www.youtube.com/watch?v=6uJE07GLqhU,【散户庄家】从创历史新高的品种中寻找牛股,"【散户庄家】从创历史新高的品种中寻找牛股 by 股市大杂烩 3 months ago 4 minutes, 57 seconds 3 views",3 months,3
143, 股市大杂烩 ,Wm6RrTn0_SM,https://www.youtube.com/watch?v=Wm6RrTn0_SM,【K线选股】寻找大牛股:短线介入牛股二十二绝招,"【K线选股】寻找大牛股:短线介入牛股二十二绝招 by 股市大杂烩 3 months ago 4 minutes, 58 seconds 3 views",3 months,3
144, 股市大飞哥 ,7To0fbxT7Nw,https://www.youtube.com/watch?v=7To0fbxT7Nw,【牛股分享】怎样选择涨停股票?,"【牛股分享】怎样选择涨停股票? by 股市大飞哥 1 month ago 4 minutes, 26 seconds 3 views",1 month,3
145, 股市大飞哥 ,N5lovu7KvJQ,https://www.youtube.com/watch?v=N5lovu7KvJQ,【牛股分享】寻找进入主升浪牛股有招,"【牛股分享】寻找进入主升浪牛股有招 by 股市大飞哥 1 month ago 4 minutes, 26 seconds 3 views",1 month,3
146, 股市大杂烩 ,0RiGGlWC_DI,https://www.youtube.com/watch?v=0RiGGlWC_DI,【K线选股】抄底抓底部爆发大牛股，调仓换股BOLL技巧,"【K线选股】抄底抓底部爆发大牛股，调仓换股BOLL技巧 by 股市大杂烩 3 months ago 4 minutes, 58 seconds 3 views",3 months,3
147, 股市大飞哥 ,d9LPfoh4b6E,https://www.youtube.com/watch?v=d9LPfoh4b6E,【牛股分享】如何管理资金?怎样下注?,"【牛股分享】如何管理资金?怎样下注? by 股市大飞哥 1 month ago 4 minutes, 55 seconds 3 views",1 month,3
148, 股票涨停猎手 ,O9kP_OSygkM,https://www.youtube.com/watch?v=O9kP_OSygkM,【关注牛股】阳线阴线K线的种类和市场含义,"【关注牛股】阳线阴线K线的种类和市场含义 by 股票涨停猎手 1 month ago 4 minutes, 55 seconds 3 views",1 month,3
149, 股市大飞哥 ,YbhX1B3tOVk,https://www.youtube.com/watch?v=YbhX1B3tOVk,【牛股分享】如何选出有潜质的新股,"【牛股分享】如何选出有潜质的新股 by 股市大飞哥 3 weeks ago 4 minutes, 41 seconds 3 views",3 weeks,3
150, 股票涨停猎手 ,gKMmT9xfssE,https://www.youtube.com/watch?v=gKMmT9xfssE,【关注牛股】高手谈庄家如何操盘一只股票,"【关注牛股】高手谈庄家如何操盘一只股票 by 股票涨停猎手 1 month ago 4 minutes, 55 seconds 3 views",1 month,3
151, 股海大飞 ,bO3PA-gRXbc,https://www.youtube.com/watch?v=bO3PA-gRXbc,【分享牛股】债市下跌时股市通常上涨,"【分享牛股】债市下跌时股市通常上涨 by 股海大飞 1 month ago 4 minutes, 55 seconds 3 views",1 month,3
152, 股市大飞哥 ,CAogRuJtd9E,https://www.youtube.com/watch?v=CAogRuJtd9E,【关注牛股】短线盘口分析技巧,"【关注牛股】短线盘口分析技巧 by 股市大飞哥 1 month ago 4 minutes, 55 seconds 2 views",1 month,2
153, 股市大飞哥 ,Ncqb6NLQ1M0,https://www.youtube.com/watch?v=Ncqb6NLQ1M0,【牛股分享】什么样的股票有上涨空间?,"【牛股分享】什么样的股票有上涨空间? by 股市大飞哥 1 month ago 4 minutes, 55 seconds 2 views",1 month,2
154, 股海大飞 ,qaTBxYBB820,https://www.youtube.com/watch?v=qaTBxYBB820,【分享牛股】大底部区域的股票价值分析,"【分享牛股】大底部区域的股票价值分析 by 股海大飞 1 month ago 4 minutes, 55 seconds 2 views",1 month,2
155, 股市大飞哥 ,1rYIriMWRqU,https://www.youtube.com/watch?v=1rYIriMWRqU,【关注牛股】内盘与外盘的应用经验,"【关注牛股】内盘与外盘的应用经验 by 股市大飞哥 1 month ago 4 minutes, 55 seconds 2 views",1 month,2
156, 股市大飞哥 ,tI5XeWEsJD0,https://www.youtube.com/watch?v=tI5XeWEsJD0,【牛股分享】牛市的味道弥漫开来,"【牛股分享】牛市的味道弥漫开来 by 股市大飞哥 1 month ago 4 minutes, 44 seconds 2 views",1 month,2
157, 股市欢喜哥 ,M4O8T2Ql_ZY,https://www.youtube.com/watch?v=M4O8T2Ql_ZY,【中国股市】股票高级战法，选牛股不解释,"【中国股市】股票高级战法，选牛股不解释 by 股市欢喜哥 1 month ago 4 minutes, 14 seconds 2 views",1 month,2
158, 股票涨停猎手 ,O7P0hj-ZPUU,https://www.youtube.com/watch?v=O7P0hj-ZPUU,"【关注牛股】如何看开盘,早盘,中盘和尾盘","【关注牛股】如何看开盘,早盘,中盘和尾盘 by 股票涨停猎手 1 month ago 4 minutes, 55 seconds 2 views",1 month,2
159, 爱死磕小唐 ,02TgEWHpk14,https://www.youtube.com/watch?v=02TgEWHpk14,股票顶级操盘手实战分享：如何快速准确识别牛股？,股票顶级操盘手实战分享：如何快速准确识别牛股？ by 爱死磕小唐 1 month ago 27 minutes 2 views,1 month,2
160, 股市大飞哥 ,A6eGK4iKJSI,https://www.youtube.com/watch?v=A6eGK4iKJSI,【牛股分享】黑马股启动前是啥样,"【牛股分享】黑马股启动前是啥样 by 股市大飞哥 3 weeks ago 4 minutes, 41 seconds 2 views",3 weeks,2
161, 股市大飞哥 ,lqwE6QdEj0M,https://www.youtube.com/watch?v=lqwE6QdEj0M,【牛股分享】绝招“攻击临界点”的定义及技术要点,"【牛股分享】绝招“攻击临界点”的定义及技术要点 by 股市大飞哥 1 month ago 4 minutes, 26 seconds 2 views",1 month,2
162, 股票涨停猎手 ,p7XqvCAOLdg,https://www.youtube.com/watch?v=p7XqvCAOLdg,【关注牛股】资深操盘手谈如何构建适合自己的交易体系,"【关注牛股】资深操盘手谈如何构建适合自己的交易体系 by 股票涨停猎手 3 weeks ago 4 minutes, 41 seconds 2 views",3 weeks,2
163, 股市大杂烩 ,RSy0MKWIbak,https://www.youtube.com/watch?v=RSy0MKWIbak,【量能选股法】抄底抓底部爆发大牛股，调仓换股BOLL技巧,"【量能选股法】抄底抓底部爆发大牛股，调仓换股BOLL技巧 by 股市大杂烩 2 months ago 4 minutes, 42 seconds 2 views",2 months,2
164, 股海大飞 ,gpXzOFxPt7k,https://www.youtube.com/watch?v=gpXzOFxPt7k,【分享牛股】成为股票投资高手的四个阶段,"【分享牛股】成为股票投资高手的四个阶段 by 股海大飞 3 weeks ago 4 minutes, 41 seconds 2 views",3 weeks,2
165, 股市大飞哥 ,1YGPUm-B9_4,https://www.youtube.com/watch?v=1YGPUm-B9_4,【牛股分享】上市公司投资价值分析方法,"【牛股分享】上市公司投资价值分析方法 by 股市大飞哥 1 month ago 4 minutes, 55 seconds 2 views",1 month,2
166, 主力行为战法 ,Pp-SXtyRdIU,https://www.youtube.com/watch?v=Pp-SXtyRdIU,带你领略超级大牛股是如何炼成的，你需要对国家政策有前瞻性认识,"带你领略超级大牛股是如何炼成的，你需要对国家政策有前瞻性认识 by 主力行为战法 3 months ago 4 minutes, 22 seconds 2 views",3 months,2
167, 股票大飞哥 ,hcgcK6CQTuc,https://www.youtube.com/watch?v=hcgcK6CQTuc,【狙击牛股】全球疫情风暴下A股市场的机会，大飞哥手把手教你如何选股票。,"【狙击牛股】全球疫情风暴下A股市场的机会，大飞哥手把手教你如何选股票。 by 股票大飞哥 1 month ago 4 minutes, 44 seconds 2 views",1 month,2
168, 股市大飞哥 ,54LV0j7fSnc,https://www.youtube.com/watch?v=54LV0j7fSnc,【股市股票】大牛股五大特征,"【股市股票】大牛股五大特征 by 股市大飞哥 1 month ago 4 minutes, 14 seconds 2 views",1 month,2
169, 股票涨停猎手 ,FfHdWHW9WVs,https://www.youtube.com/watch?v=FfHdWHW9WVs,【关注牛股】如何选中次日大涨股票,"【关注牛股】如何选中次日大涨股票 by 股票涨停猎手 1 month ago 4 minutes, 26 seconds 2 views",1 month,2
170, 股票涨停猎手 ,xmYqWttxug4,https://www.youtube.com/watch?v=xmYqWttxug4,【关注牛股】大盘暴跌反弹后如何选股票,"【关注牛股】大盘暴跌反弹后如何选股票 by 股票涨停猎手 1 month ago 4 minutes, 26 seconds 2 views",1 month,2
171, 股市大杂烩 ,-cmh3T2Coqk,https://www.youtube.com/watch?v=-cmh3T2Coqk,中国A股打板技术、抄底抓底部爆发大牛股，调仓换股BOLL技巧,"中国A股打板技术、抄底抓底部爆发大牛股，调仓换股BOLL技巧 by 股市大杂烩 1 month ago 5 minutes, 30 seconds 2 views",1 month,2
172, 股海大飞 ,zinGP8Iw7Bw,https://www.youtube.com/watch?v=zinGP8Iw7Bw,【分享牛股】证券市场最实用的技术分析,"【分享牛股】证券市场最实用的技术分析 by 股海大飞 1 month ago 4 minutes, 55 seconds 2 views",1 month,2
