,youtuber,vedio_id,link,vedio_title,description,post_time,views
141, D,6J8JViJTXDg,https://www.youtube.com/watch?v=6J8JViJTXDg,大班香港股票貼士！巴菲特發言有啟示 太古有力翻身一搏  (鄭經翰、潘啟迪、林旭華) 嚤囉街高談闊論 (復刻版) d100,"大班香港股票貼士！巴菲特發言有啟示 太古有力翻身一搏  (鄭經翰、潘啟迪、林旭華) 嚤囉街高談闊論 (復刻版) d100 by D100 Radio 1 month ago 12 minutes, 35 seconds 38,874 views",1 month,"38,874"
142, 陈剑老师投资教育频道 ,jAys39Vj5u0,https://www.youtube.com/watch?v=jAys39Vj5u0,"如何推算股票的底部区域？How to Know a Stock is Bottoming?（AirAsia案例研究Part 4, 完）","如何推算股票的底部区域？How to Know a Stock is Bottoming?（AirAsia案例研究Part 4, 完） by 陈剑老师投资教育频道 3 months ago 23 minutes 38,746 views",3 months,"38,746"
143, JY Chen ,EFFdsWBhB3w,https://www.youtube.com/watch?v=EFFdsWBhB3w,股票|生技股-中天 連年虧損股價卻不斷創新高 葫蘆裡賣的是什麼藥!?# 33 JY說股市,"股票|生技股-中天 連年虧損股價卻不斷創新高 葫蘆裡賣的是什麼藥!?# 33 JY說股市 by JY Chen 3 weeks ago 6 minutes, 50 seconds 38,523 views",3 weeks,"38,523"
144, 我要做富翁 ,C9sxwQ3R1cA,https://www.youtube.com/watch?v=C9sxwQ3R1cA,買股票前...你必須做的一件事！善用「風險回報比」散戶變專業！#施傅（有字幕）【街頭智慧 | #交易策略 #101】#推高止賺 #推高止蝕,"買股票前...你必須做的一件事！善用「風險回報比」散戶變專業！#施傅（有字幕）【街頭智慧 | #交易策略 #101】#推高止賺 #推高止蝕 by 我要做富翁 1 month ago 19 minutes 38,447 views",1 month,"38,447"
145, 陈剑老师投资教育频道 ,20ZDUByaf3E,https://www.youtube.com/watch?v=20ZDUByaf3E,学投资: 怎样判断一个股票是贵还是便宜？How to Do Simple Valuation?,"学投资: 怎样判断一个股票是贵还是便宜？How to Do Simple Valuation? by 陈剑老师投资教育频道 7 months ago 12 minutes, 10 seconds 38,446 views",7 months,"38,446"
146, 贝拉聊财金 ,o4lHNI0EFgI,https://www.youtube.com/watch?v=o4lHNI0EFgI,第六十七期：航空股 波音（BA）还可以追吗？Hertz，LK 退市股票，如何做到转败为胜！ 博彩股票（WYNN  MGM） 辉瑞（Pfizer）还有机会吗？,"第六十七期：航空股 波音（BA）还可以追吗？Hertz，LK 退市股票，如何做到转败为胜！ 博彩股票（WYNN  MGM） 辉瑞（Pfizer）还有机会吗？ by 贝拉聊财金 1 month ago 16 minutes 38,021 views",1 month,"38,021"
147, NaNa说美股 ,kf-b4uznWZs,https://www.youtube.com/watch?v=kf-b4uznWZs,美股年度最大IPO来临 | 华纳音乐股票值得买吗？未来上涨潜力如何？NaNa说美股(2020.06.02)【有CC字幕】,"美股年度最大IPO来临 | 华纳音乐股票值得买吗？未来上涨潜力如何？NaNa说美股(2020.06.02)【有CC字幕】 by NaNa说美股 1 month ago 10 minutes, 42 seconds 37,813 views",1 month,"37,813"
148, 贝拉聊财金 ,yCbYNTSpQj8,https://www.youtube.com/watch?v=yCbYNTSpQj8,第七十二期：如何卖出股票？ 四巫日 如何赚钱？Nikola Tesla的最大对手，分析报告，该不该买 【NKLA 】？ 恐慌指数VIX ETF 【VIXY，VIXM和VXX】 介绍,"第七十二期：如何卖出股票？ 四巫日 如何赚钱？Nikola Tesla的最大对手，分析报告，该不该买 【NKLA 】？ 恐慌指数VIX ETF 【VIXY，VIXM和VXX】 介绍 by 贝拉聊财金 3 weeks ago 18 minutes 37,791 views",3 weeks,"37,791"
149, 阳光财经 ,ys2IB8yWc_0,https://www.youtube.com/watch?v=ys2IB8yWc_0,美股赚钱2020：六月必买三只股票，你知道是什么吗？【6月份投资攻略】,"美股赚钱2020：六月必买三只股票，你知道是什么吗？【6月份投资攻略】 by 阳光财经 1 month ago 9 minutes, 59 seconds 37,698 views",1 month,"37,698"
150, JY Chen ,Q-KxcCbSL4c,https://www.youtube.com/watch?v=Q-KxcCbSL4c,股票|污土變黃金  獲利高 配息穩定!?# 31 JY說股市,"股票|污土變黃金  獲利高 配息穩定!?# 31 JY說股市 by JY Chen 3 weeks ago 6 minutes, 42 seconds 37,601 views",3 weeks,"37,601"
151, 小楠 Curtis 的投資成長空間 ,yHOeL12wI0U,https://www.youtube.com/watch?v=yHOeL12wI0U,NIO蔚來汽車股票是機會買入嗎?｜小楠股票分析,"NIO蔚來汽車股票是機會買入嗎?｜小楠股票分析 by 小楠 Curtis 的投資成長空間 6 months ago 6 minutes, 45 seconds 37,290 views",6 months,"37,290"
152, 和你賺 Earn With You ,PYWCM32JyvM,https://www.youtube.com/watch?v=PYWCM32JyvM,跌市要買的3隻股票!!! | 3 HK stocks to BUY during this market recession!!!,"跌市要買的3隻股票!!! | 3 HK stocks to BUY during this market recession!!! by 和你賺 Earn With You 3 months ago 8 minutes, 52 seconds 36,293 views",3 months,"36,293"
153, 陳怡ChanYee ,_TLmjLtnzzw,https://www.youtube.com/watch?v=_TLmjLtnzzw,【陳怡講投資#2】為什麼股票，等於倒錢落海？🌊繼續踢爆買保險可以有幾廢！｜陳怡 ChanYee,"【陳怡講投資#2】為什麼股票，等於倒錢落海？🌊繼續踢爆買保險可以有幾廢！｜陳怡 ChanYee by 陳怡ChanYee 3 weeks ago 16 minutes 35,907 views",3 weeks,"35,907"
154, Sun Channel ,y95bpJNhgTg,https://www.youtube.com/watch?v=y95bpJNhgTg,仲持有滙豐嘅你可以換馬呢堆股票？揀股票一定要咁樣睇先啱？睇返轉頭真係無用？中環財經連線︱嘉賓︰洪龍荃︱20200520,"仲持有滙豐嘅你可以換馬呢堆股票？揀股票一定要咁樣睇先啱？睇返轉頭真係無用？中環財經連線︱嘉賓︰洪龍荃︱20200520 by Sun Channel 1 month ago 45 minutes 35,884 views",1 month,"35,884"
155, 老李玩钱 ,ysHnAZMUqpM,https://www.youtube.com/watch?v=ysHnAZMUqpM,"《20万美金投资挑战》第14期：航空股票暴跌！抄底？买入个股还是ETF？巴菲特持有四大航空公司分析与比较！AAL, UAL, DAL, LUV, JETS. 美股，金融理财，股市投资，欢迎新手！","《20万美金投资挑战》第14期：航空股票暴跌！抄底？买入个股还是ETF？巴菲特持有四大航空公司分析与比较！AAL, UAL, DAL, LUV, JETS. 美股，金融理财，股市投资，欢迎新手！ by 老李玩钱 3 months ago 20 minutes 35,682 views",3 months,"35,682"
156, 小楠 Curtis 的投資成長空間 ,2ixc6aH5O6k,https://www.youtube.com/watch?v=2ixc6aH5O6k,巴菲特Warren Buffet 股票投資組合分析 ｜美國運通AXP/可口可樂 KO/卡夫亨氏KHC,"巴菲特Warren Buffet 股票投資組合分析 ｜美國運通AXP/可口可樂 KO/卡夫亨氏KHC by 小楠 Curtis 的投資成長空間 4 months ago 16 minutes 35,173 views",4 months,"35,173"
157, 贝奇说股Beckie Analysis ,QBDzQQoives,https://www.youtube.com/watch?v=QBDzQQoives,报税的最后期限将至， 聊聊关于股票投资所得报税的问题（点CC有字幕）,"报税的最后期限将至， 聊聊关于股票投资所得报税的问题（点CC有字幕） by 贝奇说股Beckie Analysis 1 month ago 11 minutes, 29 seconds 35,077 views",1 month,"35,077"
158, 陳寗 NingSelect ,OfJqrLj9RgM,https://www.youtube.com/watch?v=OfJqrLj9RgM,5G 到底是什麼?徹底搞懂買股票到底該不該下重本?【4K】【有CC字幕】,"5G 到底是什麼?徹底搞懂買股票到底該不該下重本?【4K】【有CC字幕】 by 陳寗 NingSelect 3 weeks ago 22 minutes 34,723 views",3 weeks,"34,723"
159, 刘翔的投资频道 ,7AQLl3lZqBY,https://www.youtube.com/watch?v=7AQLl3lZqBY,美股投资: (1).目前应该买什么行业的股票？(2).纳斯达克要拒绝中国公司上市？ (3).空头为什么总喜欢盯着中概股？,"美股投资: (1).目前应该买什么行业的股票？(2).纳斯达克要拒绝中国公司上市？ (3).空头为什么总喜欢盯着中概股？ by 刘翔的投资频道 1 month ago 12 minutes, 5 seconds 34,528 views",1 month,"34,528"
160, 刘翔的投资频道 ,oX2l2HX8zuc,https://www.youtube.com/watch?v=oX2l2HX8zuc,美股將一蹶不振？應該拋棄美股，轉投海外的股票？投資大佬Gundlach的這個預測靠譜麽？,"美股將一蹶不振？應該拋棄美股，轉投海外的股票？投資大佬Gundlach的這個預測靠譜麽？ by 刘翔的投资频道 2 months ago 11 minutes, 31 seconds 34,361 views",2 months,"34,361"
161, D,OgggP5yN_Tw,https://www.youtube.com/watch?v=OgggP5yN_Tw,大班：疫情下買股票貼士 港股美股心水精選   (鄭經翰、潘啟迪、林旭華) 嚤囉街高談闊論 (復刻版)  d100,"大班：疫情下買股票貼士 港股美股心水精選   (鄭經翰、潘啟迪、林旭華) 嚤囉街高談闊論 (復刻版)  d100 by D100 Radio 2 months ago 13 minutes, 46 seconds 34,192 views",2 months,"34,192"
162, 海伦子Hellen ,XjGzuwwMIKQ,https://www.youtube.com/watch?v=XjGzuwwMIKQ,不买股票，如何投资特斯拉获利？,"不买股票，如何投资特斯拉获利？ by 海伦子Hellen 2 weeks ago 12 minutes, 42 seconds 34,002 views",2 weeks,"34,002"
163, 老李玩钱 ,vRN6U02MsMc,https://www.youtube.com/watch?v=vRN6U02MsMc,老李VLOG#1: 卖房炒股票！！！金融理财，房产投资，股市赚钱，美股，冠状疫情，经济危机，美国生活！,"老李VLOG#1: 卖房炒股票！！！金融理财，房产投资，股市赚钱，美股，冠状疫情，经济危机，美国生活！ by 老李玩钱 3 months ago 10 minutes, 47 seconds 33,947 views",3 months,"33,947"
164, 關鍵時刻 ,oNBkmtbZMYM,https://www.youtube.com/watch?v=oNBkmtbZMYM,真的發大財？韓當年投資「合一」股票驚驚漲 黃世聰：一口氣就賺2千萬！ 【關鍵時刻】20200611-3 劉寶傑 黃世聰,"真的發大財？韓當年投資「合一」股票驚驚漲 黃世聰：一口氣就賺2千萬！ 【關鍵時刻】20200611-3 劉寶傑 黃世聰 by 關鍵時刻 3 weeks ago 4 minutes, 1 second 33,854 views",3 weeks,"33,854"
165, 老李玩钱 ,VKKlyL4jbX8,https://www.youtube.com/watch?v=VKKlyL4jbX8,炒股票 短线和长线 税分别该怎么算？！亏损如何抵税？！什么是wash sale ??? 税务知识，投资必备！！！,"炒股票 短线和长线 税分别该怎么算？！亏损如何抵税？！什么是wash sale ??? 税务知识，投资必备！！！ by 老李玩钱 1 month ago 15 minutes 33,790 views",1 month,"33,790"
166, 少爷兵 ,wP5_cWGl8t0,https://www.youtube.com/watch?v=wP5_cWGl8t0,大马股票 | 亚洲航空 | 从零开始了解亚洲航空,"大马股票 | 亚洲航空 | 从零开始了解亚洲航空 by 少爷兵 9 months ago 15 minutes 33,622 views",9 months,"33,622"
167, 蒙面财经MaskFinance ,tZJ5dYC86uQ,https://www.youtube.com/watch?v=tZJ5dYC86uQ,比特币、黄金、现金、股票四大资产配置的金融世界观,"比特币、黄金、现金、股票四大资产配置的金融世界观 by 蒙面财经MaskFinance 1 week ago 17 minutes 33,568 views",1 week,"33,568"
168, 老李玩钱 ,h9nP1GDIeCk,https://www.youtube.com/watch?v=h9nP1GDIeCk,《45万美金投资挑战》第二期：股票交易！买卖下单方式 最重要！！如何设止损？！market order市价单，limit order限价单，stop order止损单！炒股必知！！！,"《45万美金投资挑战》第二期：股票交易！买卖下单方式 最重要！！如何设止损？！market order市价单，limit order限价单，stop order止损单！炒股必知！！！ by 老李玩钱 2 weeks ago 15 minutes 33,545 views",2 weeks,"33,545"
169, D,hDsIJgx3JkQ,https://www.youtube.com/watch?v=hDsIJgx3JkQ,大班香港股票貼士！長實爆升十蚊成功貼中 太古B值得留意參考 (鄭經翰、潘啟迪、林旭華) 嚤囉街高談闊論 (復刻版) d100,"大班香港股票貼士！長實爆升十蚊成功貼中 太古B值得留意參考 (鄭經翰、潘啟迪、林旭華) 嚤囉街高談闊論 (復刻版) d100 by D100 Radio 1 month ago 14 minutes, 2 seconds 32,470 views",1 month,"32,470"
170, 有線電視 CABLE TV & 有線新聞 CABLE News ,481MbWz6YPA,https://www.youtube.com/watch?v=481MbWz6YPA,邵仲衡憶述黃秋生少時演技細節 自己沉淪炒股票炒窩輪真實生活【星級會客室 2015 #邵仲衡 訪問 中文字幕】,"邵仲衡憶述黃秋生少時演技細節 自己沉淪炒股票炒窩輪真實生活【星級會客室 2015 #邵仲衡 訪問 中文字幕】 by 有線電視 CABLE TV & 有線新聞 CABLE News 1 month ago 22 minutes 32,181 views",1 month,"32,181"
171, Mason Securities ,wK29hMmd6IA,https://www.youtube.com/watch?v=wK29hMmd6IA,投資5G概念股一定要知！邊隻股票必定跑出？(打開CC有字幕),"投資5G概念股一定要知！邊隻股票必定跑出？(打開CC有字幕) by Mason Securities 1 month ago 13 minutes, 5 seconds 31,717 views",1 month,"31,717"
172, 少爷兵 ,L2onFK_ojEE,https://www.youtube.com/watch?v=L2onFK_ojEE,大马股票 | 大马股市 | 金融危机 | 大马股市所经历的4大金融危机,"大马股票 | 大马股市 | 金融危机 | 大马股市所经历的4大金融危机 by 少爷兵 3 months ago 17 minutes 30,798 views",3 months,"30,798"
173, 和你賺 Earn With You ,tW3-UsufILo,https://www.youtube.com/watch?v=tW3-UsufILo,別因高息而買入這2隻藍籌股票!! | 2 HIGH dividend yield blue chip stocks to AVOID!!,"別因高息而買入這2隻藍籌股票!! | 2 HIGH dividend yield blue chip stocks to AVOID!! by 和你賺 Earn With You 2 months ago 9 minutes, 4 seconds 30,756 views",2 months,"30,756"
174, 贝奇说股Beckie Analysis ,mcXGr9svtuI,https://www.youtube.com/watch?v=mcXGr9svtuI,投资策略|选股策略|如何判断股票是适合投资还是投机？（点CC看字幕）,"投资策略|选股策略|如何判断股票是适合投资还是投机？（点CC看字幕） by 贝奇说股Beckie Analysis 5 months ago 16 minutes 30,542 views",5 months,"30,542"
175, JG說真的 ,0TmQNUGjPvU,https://www.youtube.com/watch?v=0TmQNUGjPvU,JG說真的/股市極思考EP4：在股票市場操作，一定要設定停損嗎？,"JG說真的/股市極思考EP4：在股票市場操作，一定要設定停損嗎？ by JG說真的 1 month ago 3 minutes, 32 seconds 30,339 views",1 month,"30,339"
176, 老李玩钱 ,LJBSTcwvhYk,https://www.youtube.com/watch?v=LJBSTcwvhYk,炒股票需要止损吗？？如何止损？！,"炒股票需要止损吗？？如何止损？！ by 老李玩钱 3 weeks ago 13 minutes, 14 seconds 30,225 views",3 weeks,"30,225"
177, 贝奇说股Beckie Analysis ,RobpjBdgz9o,https://www.youtube.com/watch?v=RobpjBdgz9o,美股分析|股票技术|黄金分割率|预测股市华尔街到底用的是什么方法？（点CC看字幕）,"美股分析|股票技术|黄金分割率|预测股市华尔街到底用的是什么方法？（点CC看字幕） by 贝奇说股Beckie Analysis 6 months ago 19 minutes 30,103 views",6 months,"30,103"
178, 刘翔的投资频道 ,RFgJ7JLba5k,https://www.youtube.com/watch?v=RFgJ7JLba5k,美股分析: 巴菲特刚买了股票LSXMK; 人民币急跌500点，未来会继续狂贬么？,"美股分析: 巴菲特刚买了股票LSXMK; 人民币急跌500点，未来会继续狂贬么？ by 刘翔的投资频道 1 month ago 10 minutes, 1 second 30,023 views",1 month,"30,023"
179, 刘翔的投资频道 ,RYJ27AwLYXE,https://www.youtube.com/watch?v=RYJ27AwLYXE,美股一直漲，想買的股票不給機會上車怎麽辦？大佬Marks說市場有泡沫不等於就要馬上開始跌,"美股一直漲，想買的股票不給機會上車怎麽辦？大佬Marks說市場有泡沫不等於就要馬上開始跌 by 刘翔的投资频道 2 weeks ago 14 minutes, 27 seconds 29,869 views",2 weeks,"29,869"
180, 陈剑老师投资教育频道 ,wKYgAY6pXIQ,https://www.youtube.com/watch?v=wKYgAY6pXIQ,股票被套住了! 应该怎样做？【股市新手必学】Caught by Bear Market? How to Save Yourself?,"股票被套住了! 应该怎样做？【股市新手必学】Caught by Bear Market? How to Save Yourself? by 陈剑老师投资教育频道 3 months ago 19 minutes 29,487 views",3 months,"29,487"
181, 老汤美股财经 ,BBZG-0wI3LM,https://www.youtube.com/watch?v=BBZG-0wI3LM,Square下一支必火科技股? SQ是否要追高? 股票分析!【美股分析】(字幕请点CC),"Square下一支必火科技股? SQ是否要追高? 股票分析!【美股分析】(字幕请点CC) by 老汤美股财经 1 week ago 9 minutes, 4 seconds 29,457 views",1 week,"29,457"
182, 小楠 Curtis 的投資成長空間 ,knpzUG30Irw,https://www.youtube.com/watch?v=knpzUG30Irw,如何在2020年選出人生第一支股票！新手如何選股票？投資新手如何選擇好的股票？ ｜價值投資,"如何在2020年選出人生第一支股票！新手如何選股票？投資新手如何選擇好的股票？ ｜價值投資 by 小楠 Curtis 的投資成長空間 2 months ago 15 minutes 29,040 views",2 months,"29,040"
183, Better Trading ,DDoaqwBszq8,https://www.youtube.com/watch?v=DDoaqwBszq8,【投資入門】9個極高價值的股票特徵！,"【投資入門】9個極高價值的股票特徵！ by Better Trading 2 months ago 11 minutes, 48 seconds 28,711 views",2 months,"28,711"
184, JY Chen ,k3biPP3P-aE,https://www.youtube.com/watch?v=k3biPP3P-aE,#存股 #矽格 #股利 股票|股利成長股 股利獲利持續成長 存股好標的!??!! # 37 JY說股市,"#存股 #矽格 #股利 股票|股利成長股 股利獲利持續成長 存股好標的!??!! # 37 JY說股市 by JY Chen 1 week ago 5 minutes, 52 seconds 28,600 views",1 week,"28,600"
185, Spark Liang 张开亮 ,mqrnXo_9ehE,https://www.youtube.com/watch?v=mqrnXo_9ehE,特斯拉這支股票還能買嗎？| Spark 股票投資,"特斯拉這支股票還能買嗎？| Spark 股票投資 by Spark Liang 张开亮 4 months ago 10 minutes, 36 seconds 28,332 views",4 months,"28,332"
186, 窮奢極欲 ,vobMEGFkAdY,https://www.youtube.com/watch?v=vobMEGFkAdY,投資股票必修的一課 - 「護城河概念」,"投資股票必修的一課 - 「護城河概念」 by 窮奢極欲 4 months ago 10 minutes, 1 second 28,321 views",4 months,"28,321"
187, D,KQm23Q85nLA,https://www.youtube.com/watch?v=KQm23Q85nLA,大班股票貼士！國泰勢危航空股反彈 馬道立後繼是否有人 (鄭經翰、潘啟迪、林旭華) 嚤囉街高談闊論 (復刻版) d100,"大班股票貼士！國泰勢危航空股反彈 馬道立後繼是否有人 (鄭經翰、潘啟迪、林旭華) 嚤囉街高談闊論 (復刻版) d100 by D100 Radio 1 month ago 11 minutes, 38 seconds 28,153 views",1 month,"28,153"
188, 小楠 Curtis 的投資成長空間 ,BbNfJrmjoM0,https://www.youtube.com/watch?v=BbNfJrmjoM0,小楠投資學堂 | 如何使用財表選擇股票 | 必須學會的價值投資技巧 (點擊CC看字幕),"小楠投資學堂 | 如何使用財表選擇股票 | 必須學會的價值投資技巧 (點擊CC看字幕) by 小楠 Curtis 的投資成長空間 6 months ago 15 minutes 28,115 views",6 months,"28,115"
189, 老汤美股财经 ,s_5y7HPF2VQ,https://www.youtube.com/watch?v=s_5y7HPF2VQ,Beyond Meat值得投资吗? “BYND” 股票分析!【美股分析】(字幕请点CC),"Beyond Meat值得投资吗? “BYND” 股票分析!【美股分析】(字幕请点CC) by 老汤美股财经 1 month ago 7 minutes, 38 seconds 27,824 views",1 month,"27,824"
190, 懶錢包 Lazy Wallet ,yDAzmqdjBSE,https://www.youtube.com/watch?v=yDAzmqdjBSE,小資女月擠1萬「定期定額」買股票　20年後...資產飆1143萬元！,"小資女月擠1萬「定期定額」買股票　20年後...資產飆1143萬元！ by 懶錢包 Lazy Wallet 7 months ago 7 minutes, 38 seconds 27,535 views",7 months,"27,535"
191, Ms.Selena ,ByQYhIasclc,https://www.youtube.com/watch?v=ByQYhIasclc,如何挑選股票？如何靠股票賺錢？|| Ms. Selena,"如何挑選股票？如何靠股票賺錢？|| Ms. Selena by Ms.Selena 3 months ago 13 minutes, 43 seconds 27,523 views",3 months,"27,523"
192, 邦尼投資頻道 ,Fn7hCPLU8MI,https://www.youtube.com/watch?v=Fn7hCPLU8MI,中國鐵塔5G時代前景如何呢？|股票研究分析|字幕按CC,"中國鐵塔5G時代前景如何呢？|股票研究分析|字幕按CC by 邦尼投資頻道 2 months ago 6 minutes, 50 seconds 27,299 views",2 months,"27,299"
193, Spark Liang 张开亮 ,SN9jX1626pU,https://www.youtube.com/watch?v=SN9jX1626pU,2019年我股票賺了46%！ 全面回顧分析投資組合 | Spark Liang 股票投資,"2019年我股票賺了46%！ 全面回顧分析投資組合 | Spark Liang 股票投資 by Spark Liang 张开亮 5 months ago 13 minutes, 24 seconds 27,267 views",5 months,"27,267"
194, BOS巴菲特線上學院 ,VGq6GNhkSKk,https://www.youtube.com/watch?v=VGq6GNhkSKk,【投資股票】台股美股我都買！ 但為什麼我推薦你美股？,"【投資股票】台股美股我都買！ 但為什麼我推薦你美股？ by BOS巴菲特線上學院 2 months ago 6 minutes, 3 seconds 27,176 views",2 months,"27,176"
195, 老李玩钱 ,TyK5bUhXL7U,https://www.youtube.com/watch?v=TyK5bUhXL7U,《20万美金投资挑战》第17期：迪士尼公司股票分析！美股DIS，什么股价买合适？！炒股票，金融，投资理财，股市赚钱，新手友好！,"《20万美金投资挑战》第17期：迪士尼公司股票分析！美股DIS，什么股价买合适？！炒股票，金融，投资理财，股市赚钱，新手友好！ by 老李玩钱 2 months ago 20 minutes 27,165 views",2 months,"27,165"
196, JY Chen ,zdO-vSJ1JyM,https://www.youtube.com/watch?v=zdO-vSJ1JyM,ETF 0050 績效打敗所有股票?  # 18 JY說股市,"ETF 0050 績效打敗所有股票?  # 18 JY說股市 by JY Chen 2 months ago 5 minutes, 57 seconds 26,793 views",2 months,"26,793"
197, SHIN LI ,X0UCjAyORcA,https://www.youtube.com/watch?v=X0UCjAyORcA,我的股票一晚蒸發好幾萬！投資新手絕對不能犯的致命錯誤！這樣做會讓你虧錢又負債！｜SHIN LI,"我的股票一晚蒸發好幾萬！投資新手絕對不能犯的致命錯誤！這樣做會讓你虧錢又負債！｜SHIN LI by SHIN LI 4 months ago 4 minutes, 3 seconds 26,779 views",4 months,"26,779"
198, 阳光财经 ,SmaxnItOVxg,https://www.youtube.com/watch?v=SmaxnItOVxg,"美股赚钱：低价位不超50元的潜力股票5只股，该投资组合分别属于广告、医药、牙科、电力、药店等行业！美股面临方向性选择，你还在追入高价股吗？现在应该进来看看有什么便宜又好的公司,非penny stock","美股赚钱：低价位不超50元的潜力股票5只股，该投资组合分别属于广告、医药、牙科、电力、药店等行业！美股面临方向性选择，你还在追入高价股吗？现在应该进来看看有什么便宜又好的公司,非penny stock by 阳光财经 2 weeks ago 11 minutes, 56 seconds 26,771 views",2 weeks,"26,771"
199, 少爷兵 ,04hc-cLk84o,https://www.youtube.com/watch?v=04hc-cLk84o,大马股票 | 银丰集团 | REVENUE | 从零开始了解银丰集团,"大马股票 | 银丰集团 | REVENUE | 从零开始了解银丰集团 by 少爷兵 7 months ago 7 minutes, 40 seconds 26,739 views",7 months,"26,739"
200, 理周教育學苑官方頻道 ,h8oMsZKZpN4,https://www.youtube.com/watch?v=h8oMsZKZpN4,股票什麼時候漲?朱家泓老師告訴我【一種必漲的圖形】-技術分析等機會(上),"股票什麼時候漲?朱家泓老師告訴我【一種必漲的圖形】-技術分析等機會(上) by 理周教育學苑官方頻道 7 months ago 2 minutes, 46 seconds 26,484 views",7 months,"26,484"
201, 陈剑老师投资教育频道 ,Cj-NJLk2I2o,https://www.youtube.com/watch?v=Cj-NJLk2I2o,AirAsia股票能够回升的关键前提是...?！Is AirAsia a Value Trap?! (Part 2),"AirAsia股票能够回升的关键前提是...?！Is AirAsia a Value Trap?! (Part 2) by 陈剑老师投资教育频道 3 months ago 23 minutes 25,789 views",3 months,"25,789"
202, 張志誠分析師-摩爾證券投顧 ,EavykAg4SSg,https://www.youtube.com/watch?v=EavykAg4SSg,【股市帝國】不讓你當散戶就是我，堅持在股票回檔時找買點,"【股市帝國】不讓你當散戶就是我，堅持在股票回檔時找買點 by 張志誠分析師-摩爾證券投顧 2 weeks ago 2 minutes, 35 seconds 25,581 views",2 weeks,"25,581"
203, 夜月工作室 ,7UaLQAYF9nk,https://www.youtube.com/watch?v=7UaLQAYF9nk,#74【股票教學】逃命波還是谷底反彈？？了解熊市三個階段就能判斷！！！,"#74【股票教學】逃命波還是谷底反彈？？了解熊市三個階段就能判斷！！！ by 夜月工作室 2 months ago 4 minutes, 54 seconds 25,510 views",2 months,"25,510"
204, SHIN LI ,aCD6ii1RZGg,https://www.youtube.com/watch?v=aCD6ii1RZGg,股票新手必看！配股/配息大解析！第一張股票怎麼選？存股真的沒風險嗎？10年沒有配息的股票能買嗎？｜SHIN LI 李勛,"股票新手必看！配股/配息大解析！第一張股票怎麼選？存股真的沒風險嗎？10年沒有配息的股票能買嗎？｜SHIN LI 李勛 by SHIN LI 2 weeks ago 5 minutes, 53 seconds 25,297 views",2 weeks,"25,297"
205, 陈剑老师投资教育频道 ,GTAXeW4kx1s,https://www.youtube.com/watch?v=GTAXeW4kx1s,怎样投资股票？既能安心，又赚得多！Value Invest Gives You Peace of Mind！,"怎样投资股票？既能安心，又赚得多！Value Invest Gives You Peace of Mind！ by 陈剑老师投资教育频道 7 months ago 16 minutes 25,167 views",7 months,"25,167"
206, 老汤美股财经 ,ihNeXNtZrG8,https://www.youtube.com/watch?v=ihNeXNtZrG8,股票财报分析！Facebook，波音，特斯拉，微软，高通！【美股分析】(字幕请点CC),"股票财报分析！Facebook，波音，特斯拉，微软，高通！【美股分析】(字幕请点CC) by 老汤美股财经 2 months ago 11 minutes, 11 seconds 24,990 views",2 months,"24,990"
207, USTV 非凡電視 ,YtwHjnqyFWg,https://www.youtube.com/watch?v=YtwHjnqyFWg,"【錢線百分百】20200601完整版(下集)《股票面額10元變1元 操作注意風險?! 產業結構大扭轉 ""去中化""成全球趨勢! 股票型ETF夯 ""小資存股""買法教戰!》│非凡財經新聞│","【錢線百分百】20200601完整版(下集)《股票面額10元變1元 操作注意風險?! 產業結構大扭轉 ""去中化""成全球趨勢! 股票型ETF夯 ""小資存股""買法教戰!》│非凡財經新聞│ by USTV 非凡電視 1 month ago 40 minutes 24,979 views",1 month,"24,979"
208, 小楠 Curtis 的投資成長空間 ,ADM3kz49A3I,https://www.youtube.com/watch?v=ADM3kz49A3I,股票倒不倒必懂！  現金流量表 CashFlow是什麼？｜小楠投資教學,"股票倒不倒必懂！  現金流量表 CashFlow是什麼？｜小楠投資教學 by 小楠 Curtis 的投資成長空間 3 months ago 11 minutes, 38 seconds 24,957 views",3 months,"24,957"
209, 少爷兵 ,vmML7Ljwf6Y,https://www.youtube.com/watch?v=vmML7Ljwf6Y,大马股票 | 大红花石油 | 从零开始了解大红花石油,"大马股票 | 大红花石油 | 从零开始了解大红花石油 by 少爷兵 8 months ago 10 minutes, 12 seconds 24,862 views",8 months,"24,862"
210, JY Chen ,ahow44gIVAU,https://www.youtube.com/watch?v=ahow44gIVAU,股票|特許經營權的公司 複製獲利200%模式!?# 38 JY說股市,"股票|特許經營權的公司 複製獲利200%模式!?# 38 JY說股市 by JY Chen 3 days ago 8 minutes, 57 seconds 24,834 views",3 days,"24,834"
211, Guan Video观视频工作室 ,UOLMRM08rAk,https://www.youtube.com/watch?v=UOLMRM08rAk,如何在股票市场里成为“铁杆韭菜”，陈欣教授带你看美团万亿市值股票,"如何在股票市场里成为“铁杆韭菜”，陈欣教授带你看美团万亿市值股票 by Guan Video观视频工作室 2 weeks ago 13 minutes, 37 seconds 24,623 views",2 weeks,"24,623"
