,youtuber,vedio_id,link,vedio_title,description,post_time,views
81, Gary‘s trading talk ,ys4tys3IjeU,https://www.youtube.com/watch?v=ys4tys3IjeU,0204美股大盘及个股分析TSLA/SOXL,"0204美股大盘及个股分析TSLA/SOXL by Gary‘s trading talk 5 months ago 9 minutes, 41 seconds 199 views",5 months,199
82, 短线龙股 ,xpLEGMt2zhM,https://www.youtube.com/watch?v=xpLEGMt2zhM,强势个股出现高位跳水 短线高手只需一招轻松化解风险！ 4月17日 A股盘后技术提高讲座与精选股票池讲解,强势个股出现高位跳水 短线高手只需一招轻松化解风险！ 4月17日 A股盘后技术提高讲座与精选股票池讲解 by 短线龙股 2 months ago 24 minutes 197 views,2 months,197
83, Gary‘s trading talk ,aYm6cfBYqJI,https://www.youtube.com/watch?v=aYm6cfBYqJI,0123大盘回顾及个股分析BYND/TSLA/AMD/SOXL/VIX,"0123大盘回顾及个股分析BYND/TSLA/AMD/SOXL/VIX by Gary‘s trading talk 5 months ago 8 minutes, 41 seconds 194 views",5 months,194
84, Gary‘s trading talk ,w1Y07v9GiMQ,https://www.youtube.com/watch?v=w1Y07v9GiMQ,0304大盘及个股分析-Super Tuesday Rally?,"0304大盘及个股分析-Super Tuesday Rally? by Gary‘s trading talk 4 months ago 6 minutes, 45 seconds 191 views",4 months,191
85, Gary‘s trading talk ,C2oz59a3PU4,https://www.youtube.com/watch?v=C2oz59a3PU4,0303大盘及个股分析-联储紧急降息,"0303大盘及个股分析-联储紧急降息 by Gary‘s trading talk 4 months ago 8 minutes, 38 seconds 187 views",4 months,187
86, Gary‘s trading talk ,Rgp3gcHNQ-4,https://www.youtube.com/watch?v=Rgp3gcHNQ-4,0210大盘及个股分析,"0210大盘及个股分析 by Gary‘s trading talk 4 months ago 10 minutes, 41 seconds 186 views",4 months,186
87, Gary‘s trading talk ,ASDqBM4tox8,https://www.youtube.com/watch?v=ASDqBM4tox8,0211大盘及个股分析,"0211大盘及个股分析 by Gary‘s trading talk 4 months ago 10 minutes, 31 seconds 172 views",4 months,172
88, Gary‘s trading talk ,YOyZdclq0Sw,https://www.youtube.com/watch?v=YOyZdclq0Sw,0205大盘及个股分析,"0205大盘及个股分析 by Gary‘s trading talk 5 months ago 7 minutes, 57 seconds 169 views",5 months,169
89, Yicai第一财经 ,wZH-KXS6lyw,https://www.youtube.com/watch?v=wZH-KXS6lyw,这些低位主流热点股值得关注！（内含个股梳理）丨风口,这些低位主流热点股值得关注！（内含个股梳理）丨风口 by Yicai第一财经 5 months ago 56 seconds 136 views,5 months,136
90, AI Financial Power Group ,aGKg454X0wU,https://www.youtube.com/watch?v=aGKg454X0wU,"个股分析 TEVA & BA——恒益投资创始人Jacky 美股个股分析(June 8,2020)","个股分析 TEVA & BA——恒益投资创始人Jacky 美股个股分析(June 8,2020) by AI Financial Power Group 4 weeks ago 13 minutes, 47 seconds 133 views",4 weeks,133
91, Yicai第一财经 ,LrWehgwvDvg,https://www.youtube.com/watch?v=LrWehgwvDvg,集体大涨后，特斯拉相关个股已处高位，“上车”前请三思丨布局,"集体大涨后，特斯拉相关个股已处高位，“上车”前请三思丨布局 by Yicai第一财经 5 months ago 1 minute, 45 seconds 130 views",5 months,130
92, Gary‘s trading talk ,Ws6XfT7GuRY,https://www.youtube.com/watch?v=Ws6XfT7GuRY,0124大盘及个股分析-BYND/SOXL/白银,"0124大盘及个股分析-BYND/SOXL/白银 by Gary‘s trading talk 5 months ago 6 minutes, 38 seconds 129 views",5 months,129
93, Homily MG Li ,F-8XXgASdqQ,https://www.youtube.com/watch?v=F-8XXgASdqQ,什么样的个股才能强者恒强 ？屡赚不爽！,什么样的个股才能强者恒强 ？屡赚不爽！ by Homily MG Li 2 months ago 17 minutes 116 views,2 months,116
94, CCTV财经 ,CqGpEnBRoIc,https://www.youtube.com/watch?v=CqGpEnBRoIc,《中国财经报道》今天上午开盘时科创板个股全线飘红 20190729 10:00 | CCTV财经,"《中国财经报道》今天上午开盘时科创板个股全线飘红 20190729 10:00 | CCTV财经 by CCTV财经 11 months ago 12 minutes, 43 seconds 114 views",11 months,114
95, Yicai第一财经 ,tfo-tiuE56Y,https://www.youtube.com/watch?v=tfo-tiuE56Y,个股操作“上上策” 丨风口,"个股操作“上上策” 丨风口 by Yicai第一财经 4 months ago 2 minutes, 24 seconds 109 views",4 months,109
96, Yicai第一财经 ,BuP6T5sr-p8,https://www.youtube.com/watch?v=BuP6T5sr-p8,回调中的机会 此类个股动向值得关注丨风口,"回调中的机会 此类个股动向值得关注丨风口 by Yicai第一财经 4 months ago 1 minute, 20 seconds 99 views",4 months,99
97, AI Financial Power Group ,oEfqdeuGBcE,https://www.youtube.com/watch?v=oEfqdeuGBcE,"恒益投资创始人Jacky 美股个股分析(May31,2020)，Twitter 屏蔽Trump, 是苦肉计还是博弈战","恒益投资创始人Jacky 美股个股分析(May31,2020)，Twitter 屏蔽Trump, 是苦肉计还是博弈战 by AI Financial Power Group 1 month ago 10 minutes, 38 seconds 91 views",1 month,91
98, 跟着团长学投资 ,pj68TwfGAd0,https://www.youtube.com/watch?v=pj68TwfGAd0,几种赚钱效应火爆的个股分时——短线训练营第一讲,"几种赚钱效应火爆的个股分时——短线训练营第一讲 by 跟着团长学投资 2 months ago 8 minutes, 45 seconds 79 views",2 months,79
99, Yicai第一财经 ,rHin9Lh22AE,https://www.youtube.com/watch?v=rHin9Lh22AE,指数反弹 个股跟进丨风口,"指数反弹 个股跟进丨风口 by Yicai第一财经 7 months ago 1 minute, 39 seconds 82 views",7 months,82
100, 斗牛财经 ,5C3L64Il0yk,https://www.youtube.com/watch?v=5C3L64Il0yk,今天可能是最后一张！精选优质个股才能躲过下跌！|A股|中国股市|#投资心得 #股民之家 《谈股论金》|,今天可能是最后一张！精选优质个股才能躲过下跌！|A股|中国股市|#投资心得 #股民之家 《谈股论金》| by 斗牛财经 1 month ago 26 minutes 70 views,1 month,70
101, 马枫 ,4l-0AS--xG0,https://www.youtube.com/watch?v=4l-0AS--xG0,个股两个交易日10%涨幅庆幸的是我现在依然还没有满仓,个股两个交易日10%涨幅庆幸的是我现在依然还没有满仓 by 马枫 11 months ago 5 minutes 64 views,11 months,64
102, Hui lee ,pSXjRoecxgI,https://www.youtube.com/watch?v=pSXjRoecxgI,A股分析|个股推演|推荐6只潜力股【cc字幕】,"A股分析|个股推演|推荐6只潜力股【cc字幕】 by Hui lee 3 days ago 13 minutes, 16 seconds 62 views",3 days,62
103, AI Financial Power Group ,1HgQab35mto,https://www.youtube.com/watch?v=1HgQab35mto,个股分析20200705,"个股分析20200705 by AI Financial Power Group 16 hours ago 10 minutes, 58 seconds 62 views",16 hours,62
104, 股市大杂烩 ,8e4hqUr1tcU,https://www.youtube.com/watch?v=8e4hqUr1tcU,【量能选股法】短线选股秘籍：选择个股几种方式和依据,"【量能选股法】短线选股秘籍：选择个股几种方式和依据 by 股市大杂烩 2 months ago 4 minutes, 42 seconds 47 views",2 months,47
105, 股拍Stock Film ,m0Mxmp9Jfh4,https://www.youtube.com/watch?v=m0Mxmp9Jfh4,如何选择强势股，个股一旦出现单阳不破，庄家准备抬拉！,"如何选择强势股，个股一旦出现单阳不破，庄家准备抬拉！ by 股拍Stock Film 4 days ago 3 minutes, 23 seconds 42 views",4 days,42
106, 美股港股技术课堂 ,i7emb65sjAU,https://www.youtube.com/watch?v=i7emb65sjAU,缠论个股分析：7.2中信证券券商板块的龙头股完美缠论形态,"缠论个股分析：7.2中信证券券商板块的龙头股完美缠论形态 by 美股港股技术课堂 4 days ago 1 minute, 57 seconds 36 views",4 days,36
107, 古拉张 ,oYPAZ4VxpcQ,https://www.youtube.com/watch?v=oYPAZ4VxpcQ,美股时间EP02：股价40美金以下中概股典型个股分析！,"美股时间EP02：股价40美金以下中概股典型个股分析！ by 古拉张 1 month ago 10 minutes, 12 seconds 35 views",1 month,35
108, 斗牛财经 ,y66djOIvvbQ,https://www.youtube.com/watch?v=y66djOIvvbQ,战赢战法指数还要调整，这种个股却在走单边行情|A股|中国股市|#投资心得 #股民之家 《谈股论金》|,"战赢战法指数还要调整，这种个股却在走单边行情|A股|中国股市|#投资心得 #股民之家 《谈股论金》| by 斗牛财经 1 month ago 14 minutes, 9 seconds 34 views",1 month,34
109, 斗牛财经 ,_KLIsh6aGhQ,https://www.youtube.com/watch?v=_KLIsh6aGhQ,美股成A股市场调整诱因！操作策略：精选个股，忽略指数。|A股|中国股市|#投资心得 #股民之家 《谈股论金》|,美股成A股市场调整诱因！操作策略：精选个股，忽略指数。|A股|中国股市|#投资心得 #股民之家 《谈股论金》| by 斗牛财经 1 month ago 17 minutes 34 views,1 month,34
110, 斗牛财经 ,aGbmfFoarbE,https://www.youtube.com/watch?v=aGbmfFoarbE,A股|中国股市战赢战法：选择个股不涨的根源，这个细节被百分之90%投资者都忽略,"A股|中国股市战赢战法：选择个股不涨的根源，这个细节被百分之90%投资者都忽略 by 斗牛财经 2 months ago 6 minutes, 11 seconds 33 views",2 months,33
111, 冷眼财经 ,aX0BfZAH81g,https://www.youtube.com/watch?v=aX0BfZAH81g,第五期：美股个股走势分析！博彩行业！纳斯达克IPO新股【GAN】（Gan Ltd) | 网络博彩SaaS,"第五期：美股个股走势分析！博彩行业！纳斯达克IPO新股【GAN】（Gan Ltd) | 网络博彩SaaS by 冷眼财经 2 weeks ago 10 minutes, 43 seconds 29 views",2 weeks,29
112, 斗牛财经 ,c3Jdu38lIg4,https://www.youtube.com/watch?v=c3Jdu38lIg4,A股|中国股市市场磨底状态，冷门个股频现！市场情绪低迷下赚钱效应何时到？,A股|中国股市市场磨底状态，冷门个股频现！市场情绪低迷下赚钱效应何时到？ by 斗牛财经 2 months ago 17 minutes 27 views,2 months,27
113, Edge Stock Trading ,Gdccpl2HMCU,https://www.youtube.com/watch?v=Gdccpl2HMCU,美国股票个股技术分析——$SSRM | 怎样在股市里找买卖点 | 实盘分析教你如何选股 | 美股$SSRM个股诊断,"美国股票个股技术分析——$SSRM | 怎样在股市里找买卖点 | 实盘分析教你如何选股 | 美股$SSRM个股诊断 by Edge Stock Trading 2 weeks ago 4 minutes, 55 seconds 23 views",2 weeks,23
114, 斗牛财经 ,M3DNnU7O5o8,https://www.youtube.com/watch?v=M3DNnU7O5o8,618火爆来袭，这些个股提前埋伏好|A股|中国股市|#投资心得 #股民之家 《谈股论金》|,618火爆来袭，这些个股提前埋伏好|A股|中国股市|#投资心得 #股民之家 《谈股论金》| by 斗牛财经 3 weeks ago 28 minutes 22 views,3 weeks,22
115, jianing yjl ,6GFcDVgl9So,https://www.youtube.com/watch?v=6GFcDVgl9So,A股【反击3000点】20190905推荐个股 【浩云科技】,A股【反击3000点】20190905推荐个股 【浩云科技】 by jianing yjl 10 months ago 37 minutes 21 views,10 months,21
116, 李老师财经 ,yJS0CrpepOY,https://www.youtube.com/watch?v=yJS0CrpepOY,美股个股分析｜云计算板块细分领域个股涨势喜人，还有上涨空间吗，看看估值吧(07/02/2020)，AYX，CRWD，NOW，SHOP，SPLK，TEAM，TTD，TWLO，WDAY，ZEN,美股个股分析｜云计算板块细分领域个股涨势喜人，还有上涨空间吗，看看估值吧(07/02/2020)，AYX，CRWD，NOW，SHOP，SPLK，TEAM，TTD，TWLO，WDAY，ZEN by 李老师财经 4 days ago 18 minutes 19 views,4 days,19
117, 爱死磕A,6-rsyiD36V8,https://www.youtube.com/watch?v=6-rsyiD36V8,中国股市大盘走势解析 个股应该如何选择 成交量判定,中国股市大盘走势解析 个股应该如何选择 成交量判定 by 爱死磕A01 11 months ago 34 minutes 19 views,11 months,19
118, 金融禅者 ,tzi7K-6EO0g,https://www.youtube.com/watch?v=tzi7K-6EO0g,上证指数|创业板|个股分析 2020年5月18,"上证指数|创业板|个股分析 2020年5月18 by 金融禅者 1 month ago 14 minutes, 41 seconds 16 views",1 month,16
119, 安平泰 ,ekad1tpdX9A,https://www.youtube.com/watch?v=ekad1tpdX9A,20200510 本周资本市场回顾展望 港股市场进入个股满仓 美股进入一个个股,"20200510 本周资本市场回顾展望 港股市场进入个股满仓 美股进入一个个股 by 安平泰 1 month ago 11 minutes, 24 seconds 16 views",1 month,16
120, 斗牛财经 ,ZWTrnaPy4ls,https://www.youtube.com/watch?v=ZWTrnaPy4ls,小幅震荡后个股走势活跃，趋势性上扬下更多资金流入股市！|A股|中国股市|#投资心得 #股民之家 《谈股论金》|,小幅震荡后个股走势活跃，趋势性上扬下更多资金流入股市！|A股|中国股市|#投资心得 #股民之家 《谈股论金》| by 斗牛财经 1 month ago 18 minutes 14 views,1 month,14
121, 斗牛财经 ,fD855cxFR8c,https://www.youtube.com/watch?v=fD855cxFR8c,指数震荡，这种个股却天天涨|A股|中国股市|#投资心得 #股民之家 《谈股论金》|,指数震荡，这种个股却天天涨|A股|中国股市|#投资心得 #股民之家 《谈股论金》| by 斗牛财经 1 month ago 15 minutes 14 views,1 month,14
122, 斗牛财经 ,crmDqxIJcL4,https://www.youtube.com/watch?v=crmDqxIJcL4,券商暴涨之后，下一批暴涨的在这类个股之中！|A股|中国股市|#投资心得 #股民之家 《谈股论金》|,券商暴涨之后，下一批暴涨的在这类个股之中！|A股|中国股市|#投资心得 #股民之家 《谈股论金》| by 斗牛财经 21 hours ago 28 minutes 13 views,21 hours,13
123, 斗牛财经 ,qbkAcjoEzQo,https://www.youtube.com/watch?v=qbkAcjoEzQo,涨疯，茅台冲上1400这类板块个股后市有望重演茅台行情|A股|中国股市|#投资心得 #股民之家 《谈股论金》|,涨疯，茅台冲上1400这类板块个股后市有望重演茅台行情|A股|中国股市|#投资心得 #股民之家 《谈股论金》| by 斗牛财经 1 month ago 18 minutes 12 views,1 month,12
124, 斗牛财经 ,DonrSRyoB70,https://www.youtube.com/watch?v=DonrSRyoB70,市场进入震荡，低位个股却疯狂，释放什么信号|A股|中国股市|#投资心得 #股民之家 《谈股论金》|,"市场进入震荡，低位个股却疯狂，释放什么信号|A股|中国股市|#投资心得 #股民之家 《谈股论金》| by 斗牛财经 1 week ago 9 minutes, 18 seconds 11 views",1 week,11
125, 成事在人 ,ORByEL2uklg,https://www.youtube.com/watch?v=ORByEL2uklg,吴迪  CCTV讲座 完胜股市 第10集 超前意识的“个股行情四个层次,"吴迪  CCTV讲座 完胜股市 第10集 超前意识的“个股行情四个层次 by 成事在人 3 months ago 13 minutes, 23 seconds 10 views",3 months,10
126, 斗牛财经 ,4TTXwLY2XRs,https://www.youtube.com/watch?v=4TTXwLY2XRs,主力资金集体加仓这类个股，抓住3000点下方最后上车机会|A股|中国股市|#投资心得 #股民之家 《谈股论金》|,主力资金集体加仓这类个股，抓住3000点下方最后上车机会|A股|中国股市|#投资心得 #股民之家 《谈股论金》| by 斗牛财经 5 days ago 18 minutes 9 views,5 days,9
127, 斗牛财经 ,9YvlylcJfNA,https://www.youtube.com/watch?v=9YvlylcJfNA,全面牛市启动，券商之后，这类个股将接力起爆，抓紧建仓|A股|中国股市|#投资心得 #股民之家 《谈股论金》|,全面牛市启动，券商之后，这类个股将接力起爆，抓紧建仓|A股|中国股市|#投资心得 #股民之家 《谈股论金》| by 斗牛财经 3 hours ago 19 minutes 7 views,3 hours,7
128, 斗牛财经 ,ABVUqvcgyps,https://www.youtube.com/watch?v=ABVUqvcgyps,成交量直线破万亿，主力资金狂扫这些个股，快速跟上！|A股|中国股市|#投资心得 #股民之家 《谈股论金》|,成交量直线破万亿，主力资金狂扫这些个股，快速跟上！|A股|中国股市|#投资心得 #股民之家 《谈股论金》| by 斗牛财经 4 days ago 17 minutes 6 views,4 days,6
129, 斗牛财经 ,0MniTLE2Bak,https://www.youtube.com/watch?v=0MniTLE2Bak,六月市场走出牛市基础，七月把握这些个股打好翻身仗|A股|中国股市|#投资心得 #股民之家 《谈股论金》|,六月市场走出牛市基础，七月把握这些个股打好翻身仗|A股|中国股市|#投资心得 #股民之家 《谈股论金》| by 斗牛财经 1 week ago 16 minutes 6 views,1 week,6
130, 李老师财经 ,ZuwoBJMJOC4,https://www.youtube.com/watch?v=ZuwoBJMJOC4,"个股财报精选, AZO, BAH, HEI, ADSK, WDAY, DLTR, CRM","个股财报精选, AZO, BAH, HEI, ADSK, WDAY, DLTR, CRM by 李老师财经 1 month ago 5 minutes, 49 seconds 5 views",1 month,5
131, 斗牛财经 ,Coovb6mn3pA,https://www.youtube.com/watch?v=Coovb6mn3pA,指数飞舞，个股行情还会有吗7月6日|A股|中国股市|#投资心得 #股民之家 《谈股论金》|,指数飞舞，个股行情还会有吗7月6日|A股|中国股市|#投资心得 #股民之家 《谈股论金》| by 斗牛财经 3 hours ago 27 minutes 5 views,3 hours,5
132, 斗牛财经 ,NPJtxVMXAzc,https://www.youtube.com/watch?v=NPJtxVMXAzc,大盘连续放量上攻，这些需要补涨的个股快跟上，最后的机会！|A股|中国股市|#投资心得 #股民之家 《谈股论金》|,大盘连续放量上攻，这些需要补涨的个股快跟上，最后的机会！|A股|中国股市|#投资心得 #股民之家 《谈股论金》| by 斗牛财经 22 hours ago 18 minutes 4 views,22 hours,4
133, 斗牛财经 ,HcKD0hhr9qU,https://www.youtube.com/watch?v=HcKD0hhr9qU,指数大涨，个股涨幅跟不上，资金正往这方向靠拢，快速跟上|A股|中国股市|#投资心得 #股民之家 《谈股论金》|,指数大涨，个股涨幅跟不上，资金正往这方向靠拢，快速跟上|A股|中国股市|#投资心得 #股民之家 《谈股论金》| by 斗牛财经 6 days ago 18 minutes 4 views,6 days,4
134, 斗牛财经 ,xE8iGWQFJ_I,https://www.youtube.com/watch?v=xE8iGWQFJ_I,市场大涨！踏空者怎么办？这类个股将成第二波上涨龙头！|A股|中国股市|#投资心得 #股民之家 《谈股论金》|,市场大涨！踏空者怎么办？这类个股将成第二波上涨龙头！|A股|中国股市|#投资心得 #股民之家 《谈股论金》| by 斗牛财经 21 hours ago 16 minutes 4 views,21 hours,4
135, 美股港股技术课堂 ,pZnTHFiJDVw,https://www.youtube.com/watch?v=pZnTHFiJDVw,缠论个股分析：5.29东方财富从2018年关注以来已翻了三倍,"缠论个股分析：5.29东方财富从2018年关注以来已翻了三倍 by 美股港股技术课堂 1 month ago 3 minutes, 47 seconds 3 views",1 month,3
136, 美股投资ABC ,29yCRX0Cfcw,https://www.youtube.com/watch?v=29yCRX0Cfcw,【三分钟期权系列】 第三集 个股期权的基础知识,"【三分钟期权系列】 第三集 个股期权的基础知识 by 美股投资ABC 2 weeks ago 3 minutes, 28 seconds 3 views",2 weeks,3
137, 星雅龙专业金融教育外汇原油黄金股票期货 ,TRYje24zscw,https://www.youtube.com/watch?v=TRYje24zscw,如何选股 如何研判强势个股 炒股必修课程,如何选股 如何研判强势个股 炒股必修课程 by 星雅龙专业金融教育外汇原油黄金股票期货 1 month ago 35 minutes 3 views,1 month,3
138, 点掌财经 ,VC6JSbqa2WQ,https://www.youtube.com/watch?v=VC6JSbqa2WQ,《政策聚焦》  顾爱珺：相同技术形态个股表现为何千差万别？#A股,"《政策聚焦》  顾爱珺：相同技术形态个股表现为何千差万别？#A股 by 点掌财经 6 months ago 4 minutes, 26 seconds 2 views",6 months,2
139, 主力行为战法 ,I7WcdMBGXao,https://www.youtube.com/watch?v=I7WcdMBGXao,个股涨跌背后的真正原因是什么？不是题材，不是业绩，是主力行为,"个股涨跌背后的真正原因是什么？不是题材，不是业绩，是主力行为 by 主力行为战法 3 months ago 14 minutes, 2 seconds 2 views",3 months,2
140, 美股港股技术课堂 ,ltKbPXFNhxE,https://www.youtube.com/watch?v=ltKbPXFNhxE,#美股分析 缠论个股分析：6.8东方中科这种缠论结构随随便便翻三倍不是问题！#股票分析 #美股分析,"#美股分析 缠论个股分析：6.8东方中科这种缠论结构随随便便翻三倍不是问题！#股票分析 #美股分析 by 美股港股技术课堂 4 weeks ago 4 minutes, 22 seconds 2 views",4 weeks,2
141, 美股港股技术课堂 ,8bwMxnhbems,https://www.youtube.com/watch?v=8bwMxnhbems,缠论个股分析：5.25美联新材教你用缠论结构去把握送分题,"缠论个股分析：5.25美联新材教你用缠论结构去把握送分题 by 美股港股技术课堂 1 month ago 4 minutes, 41 seconds 2 views",1 month,2
